id;nome;needs_translation;notes
portugal-treino-iii-2025;Equipamento de Treino Portugal III 2025;Sim;Referencia Portugal/Liga PT
portugal-alternativa-2025;Camisola Portugal Alternativa 2025;Sim;Referencia Portugal/Liga PT
benfica-special-edition-2026;Camisola SL Benfica Edição ESPECIAL 2026;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
kit-crianca-portugal-principal-2025;Kit Criança Portugal Principal 2025;Sim;"Referencia Portugal/Liga PT; Categoria criança"
tottenham-2025-26-home;Camisola Principal Tottenham 2025/26;Sim;Traduzir descrições
benfica-2025-26-home-long-sleeve;Camisola Benfica Principal 25/26 - Manga Comprida;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
benfica-2025-26-third-kit-child;Kit de Criança - Benfica Terceiro 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa; Categoria criança"
porto-2025-26-away-kit-child;Kit de Criança - FC Porto Alternativa 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa; Categoria criança"
porto-2025-26-home-kit-child;Kit de Criança - FC Porto Principal 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa; Categoria criança"
porto-2025-26-special-edition;FC Porto Edição Especial 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
porto-2025-26-third;Camisola FC Porto Terceiro Equipamento 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
benfica-kit-crianca-alternativo-2526;Kit de Criança - Benfica alternativo 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa; Categoria criança"
benfica-retro-98-99-casa;Camisola Retro SL Benfica 98/99 Principal;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
benfica-retro-98-99-fora;Camisola Retro SL Benfica 98/99 Alternativa;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
benfica-retro-97-98-fora;Camisola Retro SL Benfica 97/98 Alternativa;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
benfica-retro-97-98-casa;Camisola Retro SL Benfica 97/98 Principal;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
benfica-retro-94-95-casa;Camisola Retro SL Benfica 94/95 Principal;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-alternativa-branca-2526-1;Camisola Alternativa Sporting 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-alternativa-preta-2526-1;Camisola Alternativa Sporting 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
calcas-retro-slbenfica-adidas-originals;Calças Retro SL Benfica x Adidas Originals;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
fato-treino-slbenfica-adidas-originals;Fato de Treino SL Benfica x adidas Originals;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sneakers-slbenfica-adidas-samba;Sneakers SL Benfica x Adidas Samba;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
camisola-guarda-redes-verde-2526;Sporting Camisola Guarda-Redes Verde 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-outubro-rosa-2025;Camisola Sporting C.P. Outubro Rosa 2025;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-stromp-25-26;Camisola Sporting C.P. Stromp 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-edicao-especial-25-26-2;Camisola Sporting CP Edição Especial 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
t-shirt-aquecimento-verde-2526;Sporting T-shirt Aquecimento Verde 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
t-shirt-aquecimento-preta-2526;Sporting T-shirt Aquecimento Preta 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
vitoria-sc-alternativa-25-26;Camisola Vitória SC Alternativa 2025/26;Sim;"Referencia Portugal/Liga PT; liga field=liga-portuguesa"
sporting-edicao-especial-25-26;Camisola Sporting CP Edição Especial 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
bayern-munich-alternativa-25-26;Camisola Bayern Munich Alternativa 2025/26;Sim;Traduzir descrições
alverca-principal-25-26;Camisola Alverca Principal 2025/26;Sim;"Referencia Portugal/Liga PT; liga field=liga-portuguesa"
benfica-edicao-especial-25-26;Camisola Benfica Guarda-Redes Cor-de-Rosa 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
alverca-25-26-alternativa;Camisola F.C. Alverca Secundária 25/26;Sim;"Referencia Portugal/Liga PT; liga field=liga-portuguesa"
famalicao-25-26-principal;Camisola F.C. Famalicão Principal 25/26;Sim;"Referencia Portugal/Liga PT; liga field=liga-portuguesa"
famalicao-25-26-secondary;Camisola F.C. Famalicão Secundária 25/26;Sim;"Referencia Portugal/Liga PT; liga field=liga-portuguesa"
benfica-25-26-yellow;Camisola Benfica guarda-redes amarela 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
napoli-special-edition-25-26;Camisola Napoli Edição Especial 2025/26;Sim;Traduzir descrições
t-shirt-treino-staff-2526;Sporting KIT Treino Staff 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-fourth-23-24;Camisola Sporting Quarta 2023/24;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-away-23-24;Camisola Sporting Alternativa 2023/24;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
t-shirt-treino-player-2526;Sporting KIT Treino Player 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
kit-crianca-guarda-redes-slbenfica-2526;Kit Criança Guarda-Redes SL Benfica 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa; Categoria criança"
tshirt-treino-slbenfica-20252026;KIT Treino SL Benfica 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
camisola-aquecimento-slbenfica-2025-2026;Camisola Aquecimento SL Benfica 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
t-shirt-treino-staff-fc-porto-2526;kit treino Staff FC Porto 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
t-shirt-treino-plantel-fc-porto-2526;kit treino Plantel FC Porto 25/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
kit-crianca-tshirt-treino-slbenfica-2526;Kit Criança T-shirt Treino SL Benfica 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa; Categoria criança"
camisola-barcelona-quarta-25-26;Camisola Barcelona Quarta 2025/26;Sim;Traduzir descrições
porto-special-2526;Camisola FC Porto Special Edition 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
porto-retro-99-00;Camisola Retro FC Porto 99/00;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
arsenal-2526-white-player-version;Camisola Arsenal 2025/26 Branca Jogador;Sim;Traduzir descrições
portugal-2526-bebe-equipamento-principal-vermelho;body Portugal principal 2025/26;Sim;Referencia Portugal/Liga PT
body-cristiano-ronaldo-2526-bebe;Body Cristiano Ronaldo 2025/26;Sim;Traduzir descrições
body-portugal-alternativa-2526;Body Portugal Alternativa 2025/26;Sim;Referencia Portugal/Liga PT
body-sporting-cp-2526-bebe;Body Sporting CP 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
body-benfica-2526;Body Benfica 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
body-porto-2526;Body Porto 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
body-brasil-2526;Body Brasil 2025/26;Sim;Traduzir descrições
body-atletico-madrid-2526;Body Atletico Madrid 2025/26;Sim;Traduzir descrições
body-barcelona-2526;Body Barcelona 2025/26;Sim;Traduzir descrições
body-barcelona-rosa-2526;Body Barcelona Rosa 2025/26;Sim;Traduzir descrições
body-chelsea-2526;Body Chelsea 2025/26;Sim;Traduzir descrições
body-arsenal-2526;Body Arsenal 2025/26;Sim;Traduzir descrições
body-juventus-2526;Body Juventus 2025/26;Sim;Traduzir descrições
body-milan-2526;Body Milan 2025/26;Sim;Traduzir descrições
body-juventus-alternativa-2526;Body Juventus Alternativa 2025/26;Sim;Traduzir descrições
body-flamengo-2526;Body Flamengo 2025/26;Sim;Traduzir descrições
realmadrid-2526-jogador-rosa;Camisola Jogador rosa Real Madrid 2025/26;Sim;Traduzir descrições
barcelona-2526-concept-edition-player-version;Camisola Barcelona 2025/26 Concept Edition Player ;Sim;Traduzir descrições
kit-crianca-liverpool-i-2425;Kit criança Liverpool 24/25;Sim;Categoria criança
arsenal-terrace-icons-2526-retro;Camisola Arsenal Terrace Icons 2025/26 Retro;Sim;Traduzir descrições
manchester-united-ii-2526-alternativo;Camisola Manchester United II 2025/26 Alternativo;Sim;Traduzir descrições
arsenal-ii-2526-infantil;Kit Criança Arsenal II 2025/26 Infantil;Sim;Categoria criança
manchester-city-iii-2526;Camisola Manchester City III 2025/26;Sim;Traduzir descrições
arsenal-iii-2526-infantil;Kit Criança Arsenal III 2025/26;Sim;Categoria criança
manchester-united-i-2526-infantil;Kit Criança Manchester United I 2025/26;Sim;Categoria criança
manchester-united-iii-2526-infantil;Kit Criança Manchester United III 2025/26;Sim;Categoria criança
aston-villa-i-2526-principal;Camisola Aston Villa I 2025/26 Principal;Sim;Traduzir descrições
aston-villa-ii-2526-secundario;Camisola Aston Villa II 2025/26 Secundário;Sim;Traduzir descrições
lyon-i-2526-principal;Camisola Lyon I 2025/26 Principal;Sim;Traduzir descrições
lyon-75-anos-2526-edicao-especial;Camisola Lyon 75 Anos 2025/26 Edição Especial Retro;Sim;Traduzir descrições
marseille-i-2526-principal;Camisola Olympique de Marseille I 2025/26;Sim;Traduzir descrições
borussia-dortmund-ii-2526-especial;Camisola Borussia Dortmund II 2025/26 Especial Roxo;Sim;Traduzir descrições
aston-villa-iii-2526-homem;Camisola Aston Villa III 25/26 ;Sim;Traduzir descrições
kit-crianca-liverpool-iii-2526;kit criança Liverpool III 25/26  ;Sim;Categoria criança
manchester-united-final-champions-0708-retro-infantil;Kit Criança Manchester United Final Champions 2007/08;Sim;Categoria criança
benfica-2526-preto-casaco;Casaco Benfica 2025/26 Preto;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sc-braga-iii-2526-roxo;Camisola SC Braga III 2025/26 Roxo;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
barcelona-ii-2526-kobe-bryant;Camisola Barcelona II 2025/26 Kobe Bryant Mamba Mentality;Sim;Traduzir descrições
lille-i-2526;Camisola Lille I 2025/26;Sim;Traduzir descrições
casaco-impermeavel-fcporto-2425-i;Casaco Impermeável FC Porto 2024/25 I;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
ajax-home-25-26;Ajax 2025/26 - Principal (Home);Sim;Traduzir descrições
ajax-retro-25-26;Ajax Retro 2025/26;Sim;Traduzir descrições
ajax-special-green-25-26;Ajax Special Edition Green 2025/26;Sim;Traduzir descrições
ajax-commemorative-ls-25-26;Ajax Commemorative Edition Manga Comprida 2025/26;Sim;Traduzir descrições
ajax-commemorative-25-26;Ajax Commemorative Edition 2025/26;Sim;Traduzir descrições
ajax-special-25-26-a;Ajax Special Edition 2025/26;Sim;Traduzir descrições
ajax-special-25-26-b;Ajax Special Edition 2025/26;Sim;Traduzir descrições
ajax-special-25-26-c;Ajax Special Edition 2025/26;Sim;Traduzir descrições
ajax-away-24-25;Ajax Away 2024/25;Sim;Traduzir descrições
ajax-special-23-24;Ajax Special Edition 2023/24;Sim;Traduzir descrições
ajax-third-23-24;Ajax Third 2023/24;Sim;Traduzir descrições
ajax-away-23-24;Ajax Away 2023/24;Sim;Traduzir descrições
ajax-third-21-22;Ajax Third 2021/22 Game Version;Sim;Traduzir descrições
casaco-impermeavel-fcporto-2425-ii;Casaco Impermeável FC Porto 2024/25 II;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
benfica-retro-99-00-casa;Camisola Retro SL Benfica 99/00 Principal;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
sporting-away-2526;Camisola Sporting Away 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
napoli-25-26-away;Camisola Napoli Away 2025/26;Sim;Traduzir descrições
barcelona-25-26-third-away;Camisola Barcelona terceiro equipamento 2025/26;Sim;Traduzir descrições
napoli-25-26-home;Camisola Napoli Home 2025/26;Sim;Traduzir descrições
sevilla-home-25-26;Sevilla Home 2025/26;Sim;Traduzir descrições
sevilla-home-kids-25-26;Kit Criança Sevilla Home 2025/26;Sim;Categoria criança
sevilla-third-25-26;Sevilla Third 2025/26;Sim;Traduzir descrições
sevilla-away-25-26;Sevilla Away 2025/26;Sim;Traduzir descrições
kit-crianca-fcporto-terceiro-2526;Kit Criança FC Porto Terceiro Equipamento 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa; Categoria criança"
camisola-man-city-alternativa-2526;Camisola Manchester City Alternativa 2025/26;Sim;Traduzir descrições
bayern-munich-25-26-away;Bayern Munich 25/26 Away;Sim;Traduzir descrições
dortmund-25-26-away;Dortmund 25/26 Away;Sim;Traduzir descrições
dortmund-25-26-home;Dortmund 25/26 Home;Sim;Traduzir descrições
camisola-arsenal-alternativa-2526;Camisola Arsenal Alternativa 2025/26;Sim;Traduzir descrições
camisola-liverpool-edicao-especial-2025;Camisola Liverpool Edição Especial 2025;Sim;Traduzir descrições
juventus-25-26-away-1;Camisola Juventus 25/26 2ª Away;Sim;Traduzir descrições
juventus-25-26-away-2;Camisola Juventus 25/26 Away;Sim;Traduzir descrições
camisola-inter-principal-2526;Camisola Inter Principal 2025/26;Sim;Traduzir descrições
inter-milan-25-26-third-away;Inter Milan 25/26 Third Away;Sim;Traduzir descrições
inter-milan-25-26-away;Inter Milan 25/26 Away;Sim;Traduzir descrições
atletico-madrid-25-26-away;Atletico Madrid 25/26 Away;Sim;Traduzir descrições
atletico-madrid-25-26-third-away;Atletico Madrid 25/26 Third Away;Sim;Traduzir descrições
camisola-juventus-principal-2526;Camisola Juventus Principal 2025/26;Sim;Traduzir descrições
camisola-benfica-gr1-treino-2526;Camisola Treino Guarda-Redes I Benfica 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
camisola-benfica-gr2-treino-2526;Camisola Treino Guarda-Redes II Benfica 2025/26;Sim;"Referencia Portugal/Liga PT; Clube português; liga field=liga-portuguesa"
camisola-real-madrid-gr-2526;Camisola Guarda-Redes Real Madrid 2025/26;Sim;Traduzir descrições
camisola-liverpool-principal-2025-26;Camisola Liverpool Principal 2025/26;Sim;Traduzir descrições
liverpool-special-edition;Camisola Liverpool Edição Especial;Sim;Traduzir descrições
liverpool-third-25-26;Camisola Liverpool Terceira 2025/26;Sim;Traduzir descrições
liverpool-third-24-25;Camisola Liverpool Terceira 2024/25;Sim;Traduzir descrições
liverpool-third-22-23;Camisola Liverpool Terceira 2022/23;Sim;Traduzir descrições
kit-kids-liverpool-away-25-26;Kit Criança Liverpool Alternativa 2025/26;Sim;Categoria criança
kit-kids-liverpool-third-24-25;Kit Criança Liverpool Terceiro 2024/25;Sim;Categoria criança
liverpool-away-long-25-26;Camisola Liverpool Alternativa Manga Comprida 2025/26;Sim;Traduzir descrições
liverpool-home-long-25-26;Camisola Liverpool Principal Manga Comprida 2025/26;Sim;Traduzir descrições
nike-air-force-1-low-triple-white;Nike Air Force 1 Low 'Triple White';Sim;Traduzir descrições
af1-07-low-preto-branco;Air Force 1 '07 Low Preto e Branco;Sim;Traduzir descrições
air-force-1-07-low-white-red;Air Force 1 '07 Low Branco e Vermelho;Sim;Traduzir descrições
air-force-1-07-low-white-black-mini-swoosh;Air Force 1 '07 Low Branco com Mini Swoosh Preto;Sim;Traduzir descrições
air-force-1-07-low-army-green-starlight;Air Force 1 '07 Low Verde Militar Starlight;Sim;Traduzir descrições
nike-air-force-1-07-white-red-mini-swoosh;Nike Air Force 1 '07 Branco com Mini Swoosh Vermelho;Sim;Traduzir descrições
nike-air-force-1-07-dark-blue-mini-swoosh;Nike Air Force 1 '07 Azul Escuro com Mini Swoosh;Sim;Traduzir descrições
air-force-1-low-panda-preto-branco;Air Force 1 '07 Preto e Branco Panda;Sim;Traduzir descrições
air-force-1-low-branco-goma;Air Force 1 Low Branco Goma;Sim;Traduzir descrições
af1-low-duplo-swoosh-branco-preto-dourado;Air Force 1 Low Duplo Swoosh Branco Preto Dourado;Sim;Traduzir descrições
af1-low-mini-swoosh-branco-cinza;Air Force 1 Low Mini Swoosh Branco Cinza;Sim;Traduzir descrições
af1-low-mini-swoosh-branco-rosa;Air Force 1 Low Mini Swoosh Branco Rosa;Sim;Traduzir descrições
af1-low-mini-swoosh-branco-vermelho;Air Force 1 Low Mini Swoosh Branco Vermelho;Sim;Traduzir descrições
af1-low-mini-swoosh-branco-preto;Air Force 1 Low Mini Swoosh Branco Preto;Sim;Traduzir descrições
af1-low-mini-swoosh-branco-amarelo;Air Force 1 Low Mini Swoosh Branco Amarelo;Sim;Traduzir descrições
air-force-1-07-low-cool-grey-pink;Air Force 1 '07 Low Cinzento Frio e Rosa;Sim;Traduzir descrições
air-force-1-low-black-red-diamond-starlight;Air Force 1 Low Preto e Vermelho com Brilhantes Estrela;Sim;Traduzir descrições
bape-sta-x-air-force-1-fluorescent-green-black-hook;Bape Sta x Air Force 1 Verde Fluorescente e Gancho Preto;Sim;Traduzir descrições
air-force-1-low-black-grey-small-hook;Air Force 1 Low Preto e Cinzento com Mini Gancho;Sim;Traduzir descrições
air-force-1-07-low-black-patent-leather;Air Force 1 '07 Low Couro Envernizado Preto;Sim;Traduzir descrições
air-force-1-07-low-supreme-beige-black-double-hook;Air Force 1 '07 Low Supreme Bege e Preto com Gancho Duplo;Sim;Traduzir descrições
air-force-1-07-low-the-north-face-lychee-grain-black;Air Force 1 '07 Low The North Face Couro Lichia Preto;Sim;Traduzir descrições
air-force-1-07-low-cyan-jade;Air Force 1 '07 Low Ciano e Jade;Sim;Traduzir descrições
sup-x-air-force-1-low-grey-black-green;Supreme x Air Force 1 Low Cinzento Preto e Verde;Sim;Traduzir descrições
stussy-x-air-force-1-low-beige-grey-dark-brown;Stussy x Air Force 1 Low Bege Cinzento e Castanho Escuro;Sim;Traduzir descrições
air-force-1-low-black-grey-snake-skin;Air Force 1 Low Preto e Cinzento com Pele de Cobra;Sim;Traduzir descrições
cpfm-x-nk-air-force-1-low-white;CPFM x Nike Air Force 1 Low Branco;Sim;Traduzir descrições
air-force-1-07-low-wheat-deconstructed-strap;Air Force 1 '07 Low Trigo Desconstruído com Tiras;Sim;Traduzir descrições
air-force-1-07-low-stussy-green-brown;Air Force 1 '07 Low Stüssy Verde e Castanho;Sim;Traduzir descrições
air-force-1-x-gucci-purple-strap;Air Force 1 X GUCCI Roxo com Tiras;Sim;Traduzir descrições
air-force-1-low-snake-year-white-brown;Air Force 1 Low Ano da Cobra Branco e Castanho;Sim;Traduzir descrições
air-force-1-07-low-bape-camo-jungle;Air Force 1 '07 Low Bape Camuflado da Selva;Sim;Traduzir descrições
air-force-1-07-low-suede-grey-green-mini-swoosh-starlight;Air Force 1 '07 Low Camurça Cinzento e Verde Mini Gancho Estrela;Sim;Traduzir descrições
akira-x-nike-air-force-1-07-low-grey-blue-suede-starlight;AKIRA x Nike Air Force 1 Low ’07 Cinzento Azul Camurça Estrela;Sim;Traduzir descrições
air-force-1-07-low-peach-trees-christmas-eve;Air Force 1 '07 Low 'Pessegueiros' Edição Noite de Natal;Sim;Traduzir descrições
air-force-1-low-love-confession-white-grey-graffiti-strap;Air Force 1 Low Confissão de Amor Branco e Cinzento Grafíti Tiras;Sim;Traduzir descrições
air-force-1-07-low-black-chain-deconstructed-strap;Air Force 1 '07 Low Preto Corrente Desconstruído com Tiras;Sim;Traduzir descrições
stussy-x-air-force-1-low-black-blue-suede;Stussy x Air Force 1 Low Camurça Preto e Azul;Sim;Traduzir descrições
nike-air-force-1-low-07-halloween-brown-purple;Nike Air Force 1 Low 07 Halloween Castanho e Roxo;Sim;Traduzir descrições
air-force-1-low-white-black-metal-hook;Air Force 1 Low Branco e Preto com Gancho Metálico;Sim;Traduzir descrições
air-force-1-07-low-blue-white;Air Force 1 '07 Low Azul e Branco;Sim;Traduzir descrições
air-force-1-07-low-stussy-collaboration-white-black;Air Force 1 '07 Low Colaboração Stüssy Branco e Preto;Sim;Traduzir descrições
air-force-1-07-low-milk-biscuit-grey;Air Force 1 '07 Low Cinzento Biscoito de Leite;Sim;Traduzir descrições
air-force-1-low-custom-sneakers-concept;【Custom】Air Force 1 Low Ténis Personalizado;Sim;Traduzir descrições
air-force-1-low-doraemon-grey-blue;Air Force 1 Low Doraemon Cinzento e Azul;Sim;Traduzir descrições
air-force-1-low-07-x-chrome-hearts-grey-green;Air Force 1 Low 07 x Chrome Hearts Cinzento e Verde;Sim;Traduzir descrições
nk-air-force-1-07-low-black-mamba-collaboration;Nike Air Force 1 '07 Low Colaboração Mamba Negra;Sim;Traduzir descrições
air-force-1-07-low-stussy-green-light-brown;Air Force 1 '07 Low Stüssy Verde e Castanho Claro;Sim;Traduzir descrições
air-force-1-07-low-jade-green-flywire;Air Force 1 '07 Low Verde Jade com Tecnologia Flywire;Sim;Traduzir descrições
air-force-1-07-low-wild-monkey-king;Air Force 1 '07 Low 'Rei Macaco Selvagem';Sim;Traduzir descrições
nike-air-force-1-low-07-year-of-the-dragon-limited;Nike Air Force 1 Low 07 Edição Limitada 'Ano do Dragão';Sim;Traduzir descrições
nike-air-force-1-low-07-x-supreme-beige-red-mini-swoosh-starlight;Nike AF1 Low 07 x Supreme Bege Vermelho Mini Gancho Estrela;Sim;Traduzir descrições
nike-air-force-1-low-07-x-the-north-face-x-supreme;Nike AF1 Low 07 Colaboração The North Face x Supreme;Sim;Traduzir descrições
nike-air-force-1-low-07-x-stussy-beige-black;Nike Air Force 1 Low 07 x Stüssy Bege e Preto;Sim;Traduzir descrições
nk-air-force-1-07-low-stussy-collaboration-brown;Nike Air Force 1 '07 Low Colaboração Stüssy Castanho;Sim;Traduzir descrições
nk-air-force-1-07-low-un-collaboration-moss-green;Nike Air Force 1 '07 Low UN Colaboração Verde Musgo;Sim;Traduzir descrições
stussy-x-air-force-1-low-beige-deep-grey;Stüssy x Air Force 1 Low Bege e Cinzento Escuro;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-brown-black;Stüssy x Air Force 1 Low Branco, Castanho e Preto;Sim;Traduzir descrições
nike-air-force-1-low-07-triple-white-basic;Nike Air Force 1 Low ’07 Branco Total (Básico);Sim;Traduzir descrições
a-bathing-ape-sta-low-patent-blue;A Bathing Ape BAPE STA Low Azul Envernizado;Sim;Traduzir descrições
air-force-1-low-fontanka-cinza-azul-castanho;Nike Air Force 1 Low Fontanka Cinza Azul Castanho;Sim;Traduzir descrições
air-force-1-low-07-lx-white-onyx-bling;Nike Air Force 1 Low 07 LX White Onyx Bling;Sim;Traduzir descrições
air-force-1-low-nocta-branco;Nocta x Nike Air Force 1 Low Branco;Sim;Traduzir descrições
air-force-1-low-07-stussy;Nike Air Force 1 Low 07 x Stussy;Sim;Traduzir descrições
air-force-1-low-07-travis-scott;Nike Air Force 1 Low 07 x Travis Scott;Sim;Traduzir descrições
stussy-nk-air-force-1-07-low-1;Stussy x Nike Air Force 1 Low 07;Sim;Traduzir descrições
stussy-nk-air-force-1-07-low-2;Stussy x Nike Air Force 1 Low 07 Cinza;Sim;Traduzir descrições
nike-air-force-1-low-white;Nike Air Force 1 Low Branco Clássico;Sim;Traduzir descrições
1v-air-force-1-low-xadrez;1V x Nike Air Force 1 Low Xadrez Preto e Cinza;Sim;Traduzir descrições
air-force-1-low-07-cinza-verde;Nike Air Force 1 Low 07 Cinza e Verde;Sim;Traduzir descrições
nk-air-force-1-low-camurca-bege-castanho;Nike Air Force 1 Low Camurça Bege e Castanho;Sim;Traduzir descrições
nk-air-force-1-low-cleanfit;Nike Air Force 1 Low Cleanfit;Sim;Traduzir descrições
air-force-1-low-07-preto-azul;Nike Air Force 1 Low 07 Preto e Azul;Sim;Traduzir descrições
air-force-1-low-07-branco-preto;Nike Air Force 1 Low 07 Branco e Preto;Sim;Traduzir descrições
ambush-air-force-1-low-sp-roxo;Ambush x Nike Air Force 1 Low SP Roxo;Sim;Traduzir descrições
air-force-1-low-verde-matcha;Nike Air Force 1 Low Verde Matcha;Sim;Traduzir descrições
nike-air-force-1-low-verde-laranja;Nike Air Force 1 Low Verde e Laranja;Sim;Traduzir descrições
air-force-1-low-preto-verde-escuro;Nike Air Force 1 Low Preto e Verde Escuro;Sim;Traduzir descrições
nk-air-force-1-low-digimon;Nike Air Force 1 Low Digimon 'Angewomon';Sim;Traduzir descrições
air-force-1-low-trigo-estampado;Nike Air Force 1 Low Estampado Trigo;Sim;Traduzir descrições
ambush-air-force-1-low-sp-red;Ambush x Nike Air Force 1 Low SP Vermelho;Sim;Traduzir descrições
air-force-1-low-by-you-paris;Nike Air Force 1 Low 'By You' Paris;Sim;Traduzir descrições
air-force-1-low-by-you-iceblue;Nike Air Force 1 Low 'By You' Bege Gelo;Sim;Traduzir descrições
air-force-1-low-black-warrior;Nike Air Force 1 '07 Low Black Warrior;Sim;Traduzir descrições
akira-air-force-1-low-suede-stars;Akira x Nike Air Force 1 Low Suede Stars;Sim;Traduzir descrições
air-force-1-low-supreme;Nike Air Force 1 Low Supreme;Sim;Traduzir descrições
air-force-1-low-base;Nike Air Force 1 '07 Low Branco Clássico;Sim;Traduzir descrições
air-force-1-low-north-face;Nike Air Force 1 Low North Face Cinza Azul;Sim;Traduzir descrições
cdg-air-force-1-low-red;CDG x Nike Air Force 1 Low Bege e Vermelho;Sim;Traduzir descrições
ambush-air-force-1-low-sp;AMBUSH x Nike Air Force 1 Low SP;Sim;Traduzir descrições
sup-air-force-1-low-white-black;Sup x Nike Air Force 1 Low Bege e Preto;Sim;Traduzir descrições
air-force-1-low-gray-mist-purple;Nike Air Force 1 '07 Low Cinza Nebuloso e Roxo;Sim;Traduzir descrições
air-force-1-low-gucci-dark-suede;Nike Air Force 1 Low Gucci Camurça Preta;Sim;Traduzir descrições
air-force-1-low-raspberry-suede;Nike Air Force 1 '07 Low Camurça Framboesa;Sim;Traduzir descrições
air-force-1-low-premium-green-orange;Nike Air Force 1 Low Premium Verde e Laranja;Sim;Traduzir descrições
air-force-1-low-white-blue-red-gradient;Nike Air Force 1 Low Gradiente Branco, Azul e Vermelho;Sim;Traduzir descrições
air-force-1-low-basic;Nike Air Force 1 Low Branco e preto Clássico;Sim;Traduzir descrições
air-force-1-low-simple-white-black;Nike Air Force 1 Low Branco e Preto Simples;Sim;Traduzir descrições
air-force-1-low-tnf-blue-red;TNF x Nike Air Force 1 Low Azul e Vermelho;Sim;Traduzir descrições
air-force-1-low-violent-bear;Nike Air Force 1 Low Violent Bear Branco e Preto;Sim;Traduzir descrições
air-force-1-low-stitch-gray-green;Stitch x Nike Air Force 1 Low Cinza e Verde;Sim;Traduzir descrições
