id;nome;needs_translation;notes
air-force-1-07-low-white-black-brown;Air Force 1 '07 Low Branco, Preto e Castanho;Sim;Traduzir descrições
nike-air-force-1-07lx-fn7202-224;Nike Air Force 1 '07 LX;Sim;Traduzir descrições
stussy-x-air-force-1-low-cream-black;Stussy x Air Force 1 Low Creme e Preto;Sim;Traduzir descrições
air-force-1-07-low-white-blue-gum;Air Force 1 '07 Low Branco e Azul com Sola de Goma;Sim;Traduzir descrições
air-force-1-low-by-you-wheat-black;Air Force 1 Low 'By You' Trigo e Preto;Sim;Traduzir descrições
acw-x-air-force-1-low-cream-grey;A-COLD-WALL* x Air Force 1 Low Creme e Cinzento;Sim;Traduzir descrições
air-force-1-low-anime-white-black-graffiti;Air Force 1 Low Branco e Preto Estilo Anime;Sim;Traduzir descrições
air-force-1-low-five-stripes-cream-black;Air Force 1 Low Cinco Listras Creme e Preto;Sim;Traduzir descrições
air-force-1-07-low-cream-grey;Air Force 1 '07 Low Creme e Cinzento;Sim;Traduzir descrições
air-force-1-low-carhartt-cream-black;Air Force 1 Low x Carhartt Creme e Preto;Sim;Traduzir descrições
air-force-1-07-low-anniversary-cream-blue;Air Force 1 '07 Low Aniversário Creme e Azul;Sim;Traduzir descrições
air-force-1-07-low-retro-white-red;Air Force 1 '07 Low Retro Branco e Vermelho;Sim;Traduzir descrições
air-force-1-low-811-made;Air Force 1 Low 811 Made;Sim;Traduzir descrições
bape-x-air-force-1-sta-low-white-red;Bape x Air Force 1 Sta Low Branco e Vermelho;Sim;Traduzir descrições
air-force-1-low-year-of-dragon-blue-white;Air Force 1 Low Edição Ano do Dragão Azul e Branco;Sim;Traduzir descrições
nocta-x-air-force-1-low-cream-khaki;NOCTA x Air Force 1 Low Creme e Caqui;Sim;Traduzir descrições
air-force-1-07-low-cream-grey2;Air Force 1 '07 Low Creme e Cinzento;Sim;Traduzir descrições
air-force-1-low-luxe-orange-brown;Air Force 1 Low Luxe Laranja e Castanho;Sim;Traduzir descrições
air-force-1-07-low-cream-yellow-grey;Air Force 1 '07 Low Creme Amarelo e Cinzento;Sim;Traduzir descrições
air-force-1-07-low-roped-vintage-cream;Air Force 1 '07 Low Vintage Ropes Creme;Sim;Traduzir descrições
air-force-1-07-low-cream-red;Air Force 1 '07 Low Creme e Vermelho;Sim;Traduzir descrições
air-force-1-low-luxe-black-brown;Air Force 1 Low Luxe Preto e Castanho;Sim;Traduzir descrições
air-force-1-low-year-of-dragon;Air Force 1 Low Edição Ano do Dragão;Sim;Traduzir descrições
lv-x-air-force-1-low-white-brown;LV x Air Force 1 Low Branco e Castanho;Sim;Traduzir descrições
air-force-1-07-low-white-cream;Air Force 1 '07 Low Branco Creme;Sim;Traduzir descrições
ambush-x-air-force-1-low-sp;AMBUSH x Air Force 1 Low SP;Sim;Traduzir descrições
bape-x-air-force-1-sta-low-white-black;Bape x Air Force 1 Sta Low Branco e Preto;Sim;Traduzir descrições
air-force-1-07-low-cream-silver;Air Force 1 '07 Low Creme e Prateado;Sim;Traduzir descrições
air-force-1-07-low-grey-blue;Air Force 1 '07 Low Cinzento e Azul;Sim;Traduzir descrições
nike-air-force-1-low-07-x-vlone-white-blue;Nike Air Force 1 Low 07 x VLONE Branco e Azul;Sim;Traduzir descrições
off-white-x-nike-air-force-1-low-gold-fluid;OFF-WHITE x Nike Air Force 1 Low Ouro Fluido;Sim;Traduzir descrições
air-force-1-low-north-face-cdg-grey-blue;Air Force 1 Low North Face x CDG Cinzento e Azul;Sim;Traduzir descrições
vlone-x-air-force-1-low-cream-blue;Vlone x Air Force 1 Low Creme e Azul;Sim;Traduzir descrições
air-force-1-07-low-brown-white-gradient;Air Force 1 '07 Low Castanho e Branco Gradiente;Sim;Traduzir descrições
air-force-1-07-low-light-purple;Air Force 1 '07 Low Lilás Claro;Sim;Traduzir descrições
bape-x-air-force-1-sta-low-red-white-patent;Bape x Air Force 1 Sta Low Vermelho e Branco Verniz;Sim;Traduzir descrições
nocta-x-air-force-1-low-cream-green;NOCTA x Air Force 1 Low Creme e Verde;Sim;Traduzir descrições
air-force-1-low-three-swoosh-gradient-blue-white;Air Force 1 Low Três Swoosh Gradiente Azul e Branco;Sim;Traduzir descrições
sup-x-air-force-1-low-cream-khaki-3m;Sup x Air Force 1 Low Creme e Caqui 3M;Sim;Traduzir descrições
stussy-x-air-force-1-low-cream-grey;Stussy x Air Force 1 Low Creme e Cinza;Sim;Traduzir descrições
air-force-1-low-little-witch-skull-white-purple;Air Force 1 Low Pequena Bruxa Skull Branco e Roxo;Sim;Traduzir descrições
air-force-1-07-low-cream-brown;Air Force 1 '07 Low Creme e Castanho;Sim;Traduzir descrições
air-force-1-07-low-heart-white-brown-pink;Air Force 1 '07 Low Coração Branco, Castanho e Rosa;Sim;Traduzir descrições
lv-x-air-force-1-low-cream-brown;LV x Air Force 1 Low Creme e Castanho;Sim;Traduzir descrições
air-force-1-07-low-white-grey-silver;Air Force 1 '07 Low Branco, Cinza e Prata;Sim;Traduzir descrições
air-force-1-low-black-sugar-girl-lace-black-pink;Air Force 1 Low Black Sugar Girl Preto e Rosa com Cordões;Sim;Traduzir descrições
air-force-1-low-north-face-cdg-grey-green;Air Force 1 Low North Face CDG Cinza e Verde;Sim;Traduzir descrições
air-force-1-07-low-cream-black;Air Force 1 '07 Low Creme e Preto;Sim;Traduzir descrições
air-force-1-low-by-you-black-blue;Air Force 1 Low 'By You' Preto e Azul;Sim;Traduzir descrições
air-force-1-07-low-white-red-blue;Air Force 1 '07 Low Branco, Vermelho e Azul;Sim;Traduzir descrições
air-force-1-07-low-cream-blue-yellow-clown;Air Force 1 '07 Low Creme, Azul e Amarelo Clown;Sim;Traduzir descrições
air-force-1-07-low-milk-khaki;Air Force 1 '07 Low Creme e Caqui;Sim;Traduzir descrições
air-force-1-07-low-retro-white-green;Air Force 1 '07 Low Retro Branco e Verde;Sim;Traduzir descrições
air-force-1-low-dragon-year-white-cyan;Air Force 1 Low Dragon Year Branco e Ciano;Sim;Traduzir descrições
sup-x-air-force-1-low-cream-green-3m;Sup x Air Force 1 Low Creme e Verde 3M;Sim;Traduzir descrições
air-force-1-low-broken-time-space;Air Force 1 Low Espaço-Tempo Quebrado;Sim;Traduzir descrições
lv-x-air-force-1-low-cream-dark-grey;LV x Air Force 1 Low Creme e Cinza Escuro;Sim;Traduzir descrições
acw-x-air-force-1-low-cream-black-grey;ACW x Air Force 1 Low Creme, Preto e Cinza;Sim;Traduzir descrições
nocta-x-air-force-1-low-cream-black;NOCTA x Air Force 1 Low Creme e Preto;Sim;Traduzir descrições
bape-x-air-force-1-low-cream-black-patchwork;Bape x Air Force 1 Low Creme e Preto Patchwork;Sim;Traduzir descrições
vlone-x-air-force-1-low-cream-wine-red;Vlone x Air Force 1 Low Creme e Vinho;Sim;Traduzir descrições
air-force-1-low-by-you-lv-white-grey-denim;Air Force 1 Low 'By You' LV Branco, Cinza e Denim;Sim;Traduzir descrições
rtfkt-x-air-force-1-human-white-blue;RTFKT x Air Force 1 Human bege e Azul;Sim;Traduzir descrições
air-force-1-low-with-drawings;Air Force 1 Low com Desenhos;Sim;Traduzir descrições
air-force-1-07-low-black-pink-stars;Air Force 1 '07 Low Preto e Rosa Estrelas;Sim;Traduzir descrições
air-force-1-07-low-wine-red-3m;Air Force 1 '07 Low Vinho 3M;Sim;Traduzir descrições
lv-x-air-force-1-low-dark-grey-brown;LV x Air Force 1 Low Cinza Escuro e Castanho;Sim;Traduzir descrições
bape-x-air-force-1-sta-low-grey-white-patent;Bape x Air Force 1 Sta Low Cinza e Branco Patente;Sim;Traduzir descrições
air-force-1-low-by-you-lv-white-brown-denim;Air Force 1 Low 'By You' LV Branco, Castanho e Denim;Sim;Traduzir descrições
air-force-1-low-north-face-cdg-grey-black;Air Force 1 Low North Face CDG Cinza e Preto;Sim;Traduzir descrições
acw-x-air-force-1-low-cream;ACW x Air Force 1 Low Creme;Sim;Traduzir descrições
sup-x-air-force-1-low-cream-3m-reflective;Sup x Air Force 1 Low Creme 3M Reflectivo;Sim;Traduzir descrições
nike-air-force-1-low-07-grey-white-double-swoosh;Nike Air Force 1 Low 07 Cinza e Branco Duplo Swoosh;Sim;Traduzir descrições
nk-air-force-1-07-low-lv-fluorescent-tie-dye-denim;Nk Air Force 1'07 Low LV Fluorescente Tie-Dye Denim;Sim;Traduzir descrições
sup-x-air-force-1-low-cream-black-collab;Sup x Air Force 1 Low Colaboração Creme e Preto;Sim;Traduzir descrições
air-force-1-07-low-white-blue-grey;Air Force 1 '07 Low Branco, Azul e Cinza;Sim;Traduzir descrições
air-force-1-07-low-midnight-elf;Air Force 1 '07 Low Midnight Elf;Sim;Traduzir descrições
bape-x-air-force-1-sta-low-black-white-patent;Bape x Air Force 1 Sta Low Preto e Branco Patente;Sim;Traduzir descrições
air-force-1-07-low-kusansui-black-white;Air Force 1 '07 Low Kusansui Preto e Branco;Sim;Traduzir descrições
air-force-1-07-next-nature-light-blue;Air Force 1 '07 Next Nature Azul Claro;Sim;Traduzir descrições
lv-x-air-force-1-low-grey-blue-red;LV x Air Force 1 Low Cinza, Azul e Vermelho;Sim;Traduzir descrições
stussy-x-air-force-1-low-cream-grey-reflective-1;Stussy x Air Force 1 Low Creme e Cinza Reflectivo;Sim;Traduzir descrições
air-force-1-07-low-grey-white-gradient;Air Force 1 '07 Low Cinza e Branco Gradiente;Sim;Traduzir descrições
air-force-1-low-santai-ao-bing-white-blue;Air Force 1 Low Santai Ao Bing Branco e Azul;Sim;Traduzir descrições
air-force-1-07-low-black-white-2.0;Air Force 1 '07 Low Preto e Branco 2.0;Sim;Traduzir descrições
air-force-1-07-low-cream-grey-variant-2;Air Force 1 '07 Low Creme e Cinza;Sim;Traduzir descrições
air-force-1-07-low-cream-green;Air Force 1 '07 Low Creme e Verde;Sim;Traduzir descrições
lv-x-air-force-1-low-olive-green;LV x Air Force 1 Low Verde Oliva;Sim;Traduzir descrições
air-force-1-07-low-apple-green-plaid;Air Force 1 '07 Low Verde Maçã Xadrez;Sim;Traduzir descrições
vlone-x-air-force-1-low-cream-light-blue;Vlone x Air Force 1 Low Creme e Azul Claro;Sim;Traduzir descrições
air-force-1-07-low-moon-white-black;Air Force 1 '07 Low Branco Lua e Preto;Sim;Traduzir descrições
air-force-1-07-low-lanting-black-white;Air Force 1 '07 Low Lanting Preto e Branco;Sim;Traduzir descrições
air-force-1-07-low-wheat-brown-black;Air Force 1 '07 Low Trigo, Castanho e Preto;Sim;Traduzir descrições
air-force-1-low-independence-day-white-blue-red;Air Force 1 Low Independência Branco, Azul e Vermelho;Sim;Traduzir descrições
stussy-x-air-force-1-low-cream-black-reflective;Stussy x Air Force 1 Low Creme e Preto Reflectivo;Sim;Traduzir descrições
bape-x-air-force-1-low-dark-grey-cream;Bape x Air Force 1 Low Cinza Escuro e Creme;Sim;Traduzir descrições
vlone-x-air-force-1-low-cream-light-khaki;Vlone x Air Force 1 Low Creme e Khaki Claro;Sim;Traduzir descrições
air-force-1-07-low-cream-blue;Air Force 1 '07 Low Creme e Azul;Sim;Traduzir descrições
air-force-1-07-low-function-graffiti-white-blue;Air Force 1 '07 Low Função Graffiti Branco e Azul;Sim;Traduzir descrições
air-force-1-low-by-you-washed-denim-blue;Air Force 1 Low 'By You' Jeans Lavado Azul;Sim;Traduzir descrições
air-force-1-07-low-brown-white-gradient-variant-2;Air Force 1 '07 Low Gradiente Castanho e Branco;Sim;Traduzir descrições
stussy-x-air-force-1-low-cream-grey-reflective;Stussy x Air Force 1 Low Creme e Cinza Reflectivo;Sim;Traduzir descrições
air-force-1-07-low-white-apricot-pink;Air Force 1 '07 Low Branco, Damasco e Rosa;Sim;Traduzir descrições
air-force-1-07-low-art-graffiti-white-red;Air Force 1 '07 Low Arte Graffiti Branco e Vermelho;Sim;Traduzir descrições
air-force-1-low-next-nature-light-green-black;Air Force 1 Low Next Nature Verde Claro e Preto;Sim;Traduzir descrições
air-force-1-low-by-you-black-white-raw;Air Force 1 Low 'By You' Preto e Branco Solado Raw;Sim;Traduzir descrições
air-force-1-07-low-40th-anniversary-white-black;Air Force 1 '07 Low 40º Aniversário Branco e Preto;Sim;Traduzir descrições
tedxportland-x-air-force-1-low-white-laser;TEDxPortland x Air Force 1 Low Branco Laser;Sim;Traduzir descrições
kaws-x-air-force-1-low-royal-grey-laces;Kaws x Air Force 1 Low Cinza Real com Cordões;Sim;Traduzir descrições
air-force-1-07-low-black-green;Air Force 1 '07 Low Preto e Verde;Sim;Traduzir descrições
air-force-1-07-low-cinzento-rosa;Air Force 1 '07 Low Cinzento e Rosa;Sim;Traduzir descrições
air-force-1-07-low-azul-reflexo;Air Force 1 '07 Low Azul Reflexo;Sim;Traduzir descrições
vlone-x-air-force-1-low-bege-azul;Vlone x Air Force 1 Low Bege e Azul;Sim;Traduzir descrições
air-force-1-07-low-amarelo-limao;Air Force 1 '07 Low Amarelo Limão;Sim;Traduzir descrições
air-force-1-07-low-onda-branco-preto;Air Force 1 '07 Low Onda Branco e Preto;Sim;Traduzir descrições
air-force-1-07-low-roxo-amarelo;Air Force 1 '07 Low Roxo e Amarelo;Sim;Traduzir descrições
air-force-1-07-low-preto-roxo-estrelas;Air Force 1 '07 Low Preto e Roxo Estrelas;Sim;Traduzir descrições
air-force-1-07-low-bb;Air Force 1 '07 Low BB;Sim;Traduzir descrições
air-force-1-07-low-bege-cinzento;Air Force 1 '07 Low Bege e Cinzento;Sim;Traduzir descrições
lv-x-air-force-1-low-bege-caqui-jeans;LV x Air Force 1 Low Bege, Caqui e Jeans;Sim;Traduzir descrições
stone-island-x-air-force-1-island;Stone Island x Air Force 1 Island;Sim;Traduzir descrições
vlone-x-air-force-1-low-bege-preto-3;Vlone x Air Force 1 Low Bege e Preto;Sim;Traduzir descrições
nk-air-force-1-low-dourado-especial;NK Air Force 1 Low Dourado Especial;Sim;Traduzir descrições
air-force-1-07-low-raspavel-branco-vermelho;Air Force 1 '07 Low Raspável Branco e Vermelho;Sim;Traduzir descrições
air-force-1-07-low-azull;Air Force 1 '07 Low Azul;Sim;Traduzir descrições
stone-island-x-air-force-1-low-bege-verde-reflexo;Stone Island x Air Force 1 Low Bege, Verde e Reflexo;Sim;Traduzir descrições
bape-x-air-force-1-low-bege-azul-escuro-patchwork;Bape x Air Force 1 Low Bege, Azul Escuro e Patchwork;Sim;Traduzir descrições
drake-x-air-force-1-low-branco-azul-lago;Drake x Air Force 1 Low Branco e Azul Lago;Sim;Traduzir descrições
air-force-1-07-low-branco-verde-claro;Air Force 1 '07 Low Branco e Verde Claro;Sim;Traduzir descrições
nike-air-force-1-low-07-x-otomo-katsuhiro-verde-rosa;Nike Air Force 1 Low 07 x Otomo Katsuhiro Verde e Rosa;Sim;Traduzir descrições
air-force-1-07-low-bege;Air Force 1 '07 Low Bege;Sim;Traduzir descrições
air-force-1-07-low-bege-roxo-cordao;Air Force 1 '07 Low Bege, Roxo e Cordão;Sim;Traduzir descrições
air-force-1-07-low-nike;Air Force 1 '07 Low Bege, Azul e Vermelho;Sim;Traduzir descrições
air-force-1-07-low-preto-branco;Air Force 1 '07 Low Preto e Branco;Sim;Traduzir descrições
air-force-1-07-low-preto-amarelo;Air Force 1 '07 Low Preto e Amarelo;Sim;Traduzir descrições
air-force-1-07-low-verde-escuro-reflexo;Air Force 1 '07 Low Verde Escuro Reflexo;Sim;Traduzir descrições
vlone-x-air-force-1-low-bege-verde;Vlone x Air Force 1 Low Bege e Verde;Sim;Traduzir descrições
air-force-1-low-personalizado;Air Force 1 Low Personalizado;Sim;Traduzir descrições
lv-x-air-force-1-low-bege-cinzento-jeans;LV x Air Force 1 Low Bege, Cinzento e Jeans;Sim;Traduzir descrições
air-force-1-07-low-preto-rosa-estrelas;Air Force 1 '07 Low Preto, Rosa e Estrelas;Sim;Traduzir descrições
air-force-1-07-low-vermelho-vinho-reflexo;Air Force 1 '07 Low Vermelho Vinho Reflexo;Sim;Traduzir descrições
air-force-1-07-low-branco-azul-escuro;Air Force 1 '07 Low Branco e Azul Escuro;Sim;Traduzir descrições
air-force-1-low-akira-rosa-verde-camurca;Air Force 1 Low Akira Rosa Verde Camurça;Sim;Traduzir descrições
air-force-1-low-akira-rosa-camurca;Air Force 1 Low Akira Rosa Camurça;Sim;Traduzir descrições
air-force-1-07-low-creme-vermelho-vinho-swoosh;Air Force 1 '07 Low Creme e Vermelho Vinho Swoosh;Sim;Traduzir descrições
air-force-1-07-low-branco-azul-2;Air Force 1 '07 Low Branco e Azul;Sim;Traduzir descrições
nike-air-force-1-low-07-branco-azul;Nike Air Force 1 Low 07 Branco e Azul;Sim;Traduzir descrições
nike-air-force-1-low-07;Nike Air Force 1 Low 07;Sim;Traduzir descrições
air-force-1-07-low-branco-verde-reflexo;Air Force 1 '07 Low Branco e Verde Reflexo;Sim;Traduzir descrições
air-force-1-07-low-internet-branco-preto-graffiti;Air Force 1 '07 Low Internet Branco e Preto Graffiti;Sim;Traduzir descrições
air-force-1-07-low-branco-preto-3m-reflexo;Air Force 1 '07 Low Branco e Preto 3M Reflexo;Sim;Traduzir descrições
air-force-1-07-low-bege-branco-preto;Air Force 1 '07 Low Bege, Branco e Preto;Sim;Traduzir descrições
stone-island-x-air-force-1-low-bege-branco-preto-reflexo;Stone Island x Air Force 1 Low Bege, Branco e Preto Reflexo;Sim;Traduzir descrições
nike-air-force-1-low-07-rosa-vibrante;Nike Air Force 1 Low 07 Rosa Vibrante;Sim;Traduzir descrições
drake-x-air-force-1-low-branco-verde-azeitona;Drake x Air Force 1 Low Branco e Verde Azeitona;Sim;Traduzir descrições
air-force-1-low-by-you-branco-azul-escuro;Air Force 1 Low _By You_ Branco e Azul Escuro;Sim;Traduzir descrições
air-force-1-low-by-you-branco-vermelho-reflexo;Air Force 1 Low _By You_ Branco e Vermelho Reflexo;Sim;Traduzir descrições
air-force-1-low-verde-fluorescente;Air Force 1 Low Verde Fluorescente;Sim;Traduzir descrições
air-force-1-07-low-branco-marrom;Air Force 1 '07 Low Branco e Marrom;Sim;Traduzir descrições
air-force-1-07-low-marrom-verde-palhaco;Air Force 1 '07 Low Marrom, Verde e Palhaço;Sim;Traduzir descrições
air-force-1-low-by-you-dior-branco-preto;Air Force 1 Low _By You_ Dior Branco e Preto;Sim;Traduzir descrições
air-force-1-low-by-you-branco-preto;Air Force 1 Low _By You_ Branco e Preto;Sim;Traduzir descrições
air-force-107-mid-vinho-perolado-pequeno-gancho;Air Force 107 Mid Vinho Perolado Pequeno Gancho;Sim;Traduzir descrições
nike-air-force-1-mid-bege-e-azul-escuro;Nike Air Force 1 MID Bege e Azul Escuro;Sim;Traduzir descrições
air-force-107-mid-cafe-grao-cor;Air Force 107 Mid Cafe Grao Cor;Sim;Traduzir descrições
nk-air-force-107-mid-bege-prata-e-cinzento-cor;Nk Air Force 107 Mid Bege Prata e Cinzento Cor;Sim;Traduzir descrições
air-force-1-07-mid-cinco-faixas-bege-branco-e-vinh;Air Force 1 07 Mid Cinco Faixas Bege Branco e Vinho;Sim;Traduzir descrições
air-force-1-07-mid-bege-e-vinho-reflexo;Air Force 1 07 Mid Bege e Vinho Reflexo;Sim;Traduzir descrições
air-force-1-07-mid-bege-e-azul-escuro;Air Force 1 07 Mid Bege e Azul Escuro;Sim;Traduzir descrições
air-force-1-07-mid-coelho-verde-3m;Air Force 1 07 Mid Coelho Verde 3M;Sim;Traduzir descrições
air-force-1-mid;Air Force 1 Mid;Sim;Traduzir descrições
air-force-1-07-mid-caqui-e-marrom-camurca;Air Force 1 07 Mid Caqui e Marrom Camurca;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-branco-e-preto-camurca;Air Force 1 07 Mid Cinzento Branco e Preto Camurca;Sim;Traduzir descrições
air-force-1-07-mid-bege-cinzento-e-prata-reflexo;Air Force 1 07 Mid Bege Cinzento e Prata Reflexo;Sim;Traduzir descrições
x-air-force-1-mid-bege-e-cinzento-camurca;x Air Force 1 Mid Bege e Cinzento Camurca;Sim;Traduzir descrições
air-force-1-07-mid-bege-e-verde-reflexo;Air Force 1 07 Mid Bege e Verde Reflexo;Sim;Traduzir descrições
air-force-107-mid-preto-e-verde-militar;Air Force 107 Mid Preto e Verde Militar;Sim;Traduzir descrições
nk-air-force-107-mid-bege-e-preto;Nk Air Force 107 Mid Bege e Preto;Sim;Traduzir descrições
air-force-1-07-mid-bege-branco-e-prata-camurca;Air Force 1 07 Mid Bege Branco e Prata Camurca;Sim;Traduzir descrições
sup-x-air-force-1-mid-preto;Sup x Air Force 1 Mid Preto;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto;Air Force 1 07 Mid Branco e Preto;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-cinzento;Air Force 1 07 Mid Branco e Cinzento;Sim;Traduzir descrições
air-force-107-trigo;Air Force 107 Trigo;Sim;Traduzir descrições
air-force-1-07-mid-marrom-e-castanho-camurca;Air Force 1 07 Mid Marrom e Castanho Camurca;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-lavanda;Air Force 1 07 Mid Cinzento Lavanda;Sim;Traduzir descrições
air-force-1-mid-lvtrigo;Air Force 1 Mid LVTrigo;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto3m;Air Force 1 07 Mid Branco e Preto3M;Sim;Traduzir descrições
air-force-1-mid-by-you;Air Force 1 Mid By You;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-cinzento-2;Air Force 1 07 Mid Branco e Cinzento;Sim;Traduzir descrições
air-force-1-07-mid-bege-e-azul-escuro3m;Air Force 1 07 Mid Bege e Azul Escuro3M;Sim;Traduzir descrições
air-force-1-mid-by-you-lv-branco-e-verde-estampado;Air Force 1 Mid By You LV Branco e Verde Estampado;Sim;Traduzir descrições
air-force-1-mid-by-you-lv-branco-e-azul-estampado;Air Force 1 Mid By You LV Branco e Azul Estampado;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-e-azul-camurca;Air Force 1 07 Mid Cinzento e Azul Camurca;Sim;Traduzir descrições
air-force-1-07-mid-bege-cinzento-e-preto-camurca;Air Force 1 07 Mid Bege Cinzento e Preto Camurca;Sim;Traduzir descrições
air-force-1-07-mid-cafe-grao-camurca;Air Force 1 07 Mid Cafe Grao Camurca;Sim;Traduzir descrições
air-force-1-07-mid-branco-terra-e-amarelo-3m;Air Force 1 07 Mid Branco Terra e Amarelo 3M;Sim;Traduzir descrições
air-force-1-07-mid-bege-cinzento-e-preto-camurca-2;Air Force 1 07 Mid Bege Cinzento e Preto Camurca;Sim;Traduzir descrições
lv-x-air-force-1-mid-branco-e-azul-denim;LV x Air Force 1 Mid Branco e Azul Denim;Sim;Traduzir descrições
air-force-1-07-mid-azul-e-amarelo-cordao-pequeno-g;Air Force 1 07 Mid Azul e Amarelo Cordao Pequeno Gancho;Sim;Traduzir descrições
air-force-1-07-mid-perolado-bege-branco-e-vinho;Air Force 1 07 Mid Perolado Bege Branco e Vinho;Sim;Traduzir descrições
air-force-107-mid-bege-branco-e-prata-camurca;Air Force 107 Mid Bege Branco e Prata Camurca;Sim;Traduzir descrições
air-force-107-mid-bege-branco-e-verde-escuro-3m;Air Force 107 Mid Bege Branco e Verde Escuro 3M;Sim;Traduzir descrições
air-force-107-mid-bege-marrom-e-verde-camurca;Air Force 107 Mid Bege Marrom e Verde Camurca;Sim;Traduzir descrições
air-force-107-mid-cinco-faixas-bege-branco-e-vinho;Air Force 107 Mid Cinco Faixas Bege Branco e Vinho;Sim;Traduzir descrições
air-force-1-07-mid-cordao-branco-e-azul-pequeno-ga;Air Force 1 07 Mid Cordao Branco e Azul Pequeno Gancho;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-e-laranja-camurca;Air Force 1 07 Mid Cinzento e Laranja Camurca;Sim;Traduzir descrições
air-force-1-07-mid-perolado-bege-branco-e-azul-gel;Air Force 1 07 Mid Perolado Bege Branco e Azul Gelo;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto-2;Air Force 1 07 Mid Branco e Preto;Sim;Traduzir descrições
lv-x-nk-air-force-1-mid-branco-e-preto;LV x NK Air Force 1 Mid Branco e Preto;Sim;Traduzir descrições
air-force-1-07-mid-sombra-cinzenta-reflexo-anjo;Air Force 1 07 Mid Sombra Cinzenta Reflexo Anjo;Sim;Traduzir descrições
air-force-1-07-mid-marrom-amarelo-e-laranja-camurc;Air Force 1 07 Mid Marrom Amarelo e Laranja Camurca;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-azul-escuro-3m;Air Force 1 07 Mid Branco e Azul Escuro 3M;Sim;Traduzir descrições
lv-x-nk-air-force-1-mid-colaboracao-branco-e-verme;LV x NK Air Force 1 Mid Colaboracao Branco e Vermelho;Sim;Traduzir descrições
air-force-1-07-mid-leite-e-cafe-meio-alto;Air Force 1 07 Mid Leite e Cafe Meio Alto;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-azul-3m;Air Force 1 07 Mid Branco e Azul 3M;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-cinzento-3;Air Force 1 07 Mid Branco e Cinzento;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-preto-e-verde-camurca;Air Force 1 07 Mid Cinzento Preto e Verde Camurca;Sim;Traduzir descrições
air-force-107-mid-branco-e-vermelho-3m;Air Force 107 Mid Branco e Vermelho 3M;Sim;Traduzir descrições
air-force-1-07-mid-lv-branco-e-caqui-estampado;Air Force 1 07 Mid LV Branco e Caqui Estampado;Sim;Traduzir descrições
air-force-1-mid-by-you-terra-e-amarelo-camurca;Air Force 1 Mid By You Terra e Amarelo Camurca;Sim;Traduzir descrições
air-force-1-07-mid-perolado-bege-branco-e-azul-esc;Air Force 1 07 Mid Perolado Bege Branco e Azul Escuro;Sim;Traduzir descrições
uninterrupted-x-air-force-1-more-than;Uninterrupted x Air Force 1 MORE THAN;Sim;Traduzir descrições
air-force-1-07-mid-lv-branco-e-marrom-estampado-co;Air Force 1 07 Mid LV Branco e Marrom Estampado Completo;Sim;Traduzir descrições
air-force-1-07-mid-lv-branco-e-cinzento-escuro-est;Air Force 1 07 Mid LV Branco e Cinzento Escuro Estampado;Sim;Traduzir descrições
air-force-1-07-mid-perolado-bege-branco-e-verde;Air Force 1 07 Mid Perolado Bege Branco e Verde;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-verde-3m;Air Force 1 07 Mid Branco e Verde 3M;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-preto-e-rosa-camurca;Air Force 1 07 Mid Cinzento Preto e Rosa Camurca;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto-3;Air Force 1 07 Mid Branco e Preto;Sim;Traduzir descrições
air-force-1-07-mid-mocha-e-preto-patchwork;Air Force 1 07 Mid Mocha e Preto Patchwork;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-vermelho-3m;Air Force 1 07 Mid Branco e Vermelho 3M;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto3m-2;Air Force 1 07 Mid Branco e Preto3M;Sim;Traduzir descrições
air-force-1-07-mid-lv-bege-e-marrom-estampado-comp;Air Force 1 07 Mid LV Bege e Marrom Estampado Completo;Sim;Traduzir descrições
air-force-1-07-mid-lv-branco-puro-estampado-comple;Air Force 1 07 Mid LV Branco Puro Estampado Completo;Sim;Traduzir descrições
air-force-1-07-mid-caqui-e-marrom-camurca-2;Air Force 1 07 Mid Caqui e Marrom Camurca;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-cinzento3m;Air Force 1 07 Mid Branco e Cinzento3M;Sim;Traduzir descrições
uninterrupted-x-air-force-1-more-than-2;Uninterrupted x Air Force 1 MORE THAN;Sim;Traduzir descrições
